volume_id,site_id,title,century,production_year_est,support_material,ink_type,binding_type,cover_type,language,format,restoration_recent,observed_condition_score,digitised,source_catalogue,licence,site_name,site_type,country,city,latitude,longitude,climate_zone,collection_size_volumes,avg_temperature_c,avg_relative_humidity_pct,avg_light_lux,air_quality_index,flood_event,hvac_failure_event,monitoring_months,environmental_stress,material_stress,age_stress,event_stress,conservation_risk_index,risk_level,high_risk
V0289,S02,Manuscript or printed volume 0289,14,1357,mixed,printing_ink,vellum,wood,Greek,quarto,True,4,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7250000000000001,0.84375,0.4,46.84,Moderate,0
V0290,S04,Manuscript or printed volume 0290,18,1775,mixed,printing_ink,paper_boards,vellum,Greek,quarto,False,4,False,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6625000000000001,0.34375,0.0,28.47,Low,0
V0291,S06,Manuscript or printed volume 0291,17,1622,laid_paper,printing_ink,wood_boards,paper,English,quarto,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.6875,0.46875,0.25,34.84,Low,0
V0292,S03,Manuscript or printed volume 0292,16,1587,laid_paper,iron_gall,paper_boards,paper,Greek,folio,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7375,0.59375,0.0,40.55,Moderate,0
V0293,S07,Manuscript or printed volume 0293,19,1822,industrial_paper,printing_ink,paper_boards,leather,Italian,octavo,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.4625,0.21875,0.25,21.84,Low,0
V0294,S03,Manuscript or printed volume 0294,14,1375,laid_paper,carbon,none,leather,Greek,quarto,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.6,0.84375,0.0,42.67,Moderate,0
V0295,S01,Manuscript or printed volume 0295,13,1205,parchment,iron_gall,wood_boards,none,English,scroll,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.9375,0.96875,0.0,52.55,Moderate,0
V0296,S03,Manuscript or printed volume 0296,17,1666,parchment,pigment,leather,paper,German,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.825,0.46875,0.0,40.05,Moderate,0
V0297,S02,Manuscript or printed volume 0297,17,1678,laid_paper,iron_gall,wood_boards,paper,Latin,folio,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8125,0.46875,0.25,38.59,Moderate,0
V0298,S02,Manuscript or printed volume 0298,17,1653,mixed,carbon,none,vellum,English,octavo,True,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.65,0.46875,0.4,35.22,Moderate,0
V0299,S01,Manuscript or printed volume 0299,18,1726,industrial_paper,printing_ink,leather,none,French,octavo,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5,0.34375,0.0,23.8,Low,0
V0300,S07,Manuscript or printed volume 0300,14,1370,parchment,carbon,leather,paper,Italian,folio,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.8,0.84375,0.25,47.59,Moderate,0
V0301,S08,Manuscript or printed volume 0301,15,1406,mixed,pigment,wood_boards,wood,Italian,folio,False,4,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7875,0.71875,0.25,45.08,Moderate,0
V0302,S05,Manuscript or printed volume 0302,19,1807,industrial_paper,printing_ink,none,leather,Greek,octavo,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.42500000000000004,0.21875,0.0,18.22,Low,0
V0303,S04,Manuscript or printed volume 0303,19,1892,laid_paper,printing_ink,leather,wood,Latin,scroll,True,4,True,ICCU,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6499999999999999,0.21875,0.15,26.47,Low,0
V0304,S02,Manuscript or printed volume 0304,12,1128,laid_paper,carbon,vellum,paper,Latin,octavo,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7,1.0,0.25,48.5,Moderate,0
V0305,S06,Manuscript or printed volume 0305,19,1823,mixed,printing_ink,none,leather,Italian,folio,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.625,0.21875,0.25,26.72,Low,0
V0306,S06,Manuscript or printed volume 0306,18,1734,industrial_paper,iron_gall,paper_boards,none,Italian,folio,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.5875,0.34375,0.25,28.72,Low,0
V0307,S07,Manuscript or printed volume 0307,18,1729,industrial_paper,iron_gall,paper_boards,wood,French,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.5875,0.34375,0.25,28.72,Low,0
V0308,S04,Manuscript or printed volume 0308,13,1211,parchment,iron_gall,none,wood,Italian,octavo,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.825,0.96875,0.0,48.97,Moderate,0
V0309,S08,Manuscript or printed volume 0309,14,1329,parchment,carbon,leather,paper,Latin,scroll,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8,0.84375,0.25,48.58,Moderate,0
V0310,S04,Manuscript or printed volume 0310,12,1126,industrial_paper,iron_gall,leather,leather,Latin,folio,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.625,1.0,0.0,43.75,Moderate,0
V0311,S04,Manuscript or printed volume 0311,15,1492,laid_paper,iron_gall,paper_boards,none,Italian,octavo,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7375,0.71875,0.0,40.09,Moderate,0
V0312,S06,Manuscript or printed volume 0312,18,1770,industrial_paper,printing_ink,leather,paper,Latin,folio,True,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.5,0.34375,0.4,27.59,Low,0
V0313,S02,Manuscript or printed volume 0313,17,1661,laid_paper,carbon,wood_boards,wood,English,octavo,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7125,0.46875,0.25,35.59,Moderate,0
V0314,S08,Manuscript or printed volume 0314,18,1748,industrial_paper,printing_ink,wood_boards,paper,Italian,scroll,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.5375,0.34375,0.25,28.2,Low,0
V0315,S01,Manuscript or printed volume 0315,12,1152,parchment,carbon,wood_boards,paper,English,octavo,False,2,True,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.8375,1.0,0.0,50.33,Moderate,0
V0316,S06,Manuscript or printed volume 0316,13,1206,parchment,iron_gall,wood_boards,leather,English,octavo,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.9375,0.96875,0.25,54.84,Moderate,0
V0317,S03,Manuscript or printed volume 0317,18,1707,industrial_paper,carbon,none,vellum,French,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.44999999999999996,0.34375,0.0,25.67,Low,0
V0318,S08,Manuscript or printed volume 0318,14,1351,laid_paper,iron_gall,paper_boards,wood,German,quarto,False,1,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7375,0.84375,0.25,46.7,Moderate,0
V0319,S05,Manuscript or printed volume 0319,18,1719,industrial_paper,iron_gall,leather,paper,Italian,quarto,True,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.625,0.34375,0.15,28.84,Low,0
V0320,S05,Manuscript or printed volume 0320,17,1647,laid_paper,iron_gall,vellum,wood,Italian,octavo,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8,0.46875,0.0,35.72,Moderate,0
V0321,S02,Manuscript or printed volume 0321,16,1571,mixed,iron_gall,paper_boards,paper,German,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7875000000000001,0.59375,0.25,40.97,Moderate,0
V0322,S08,Manuscript or printed volume 0322,14,1345,mixed,pigment,vellum,none,German,scroll,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7749999999999999,0.84375,0.25,47.83,Moderate,0
V0323,S03,Manuscript or printed volume 0323,13,1284,laid_paper,pigment,wood_boards,leather,English,folio,False,4,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7375,0.96875,0.0,49.92,Moderate,0
V0324,S01,Manuscript or printed volume 0324,18,1764,industrial_paper,pigment,paper_boards,vellum,Italian,scroll,False,2,True,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5125,0.34375,0.0,24.18,Low,0
V0325,S05,Manuscript or printed volume 0325,13,1206,laid_paper,iron_gall,wood_boards,wood,English,folio,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8125,0.96875,0.0,48.59,Moderate,0
V0326,S03,Manuscript or printed volume 0326,17,1685,laid_paper,iron_gall,leather,wood,Greek,quarto,True,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7749999999999999,0.46875,0.15,40.05,Moderate,0
V0327,S04,Manuscript or printed volume 0327,19,1843,laid_paper,iron_gall,paper_boards,leather,German,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7375,0.21875,0.0,27.59,Low,0
V0328,S01,Manuscript or printed volume 0328,15,1418,mixed,iron_gall,vellum,none,English,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.8500000000000001,0.71875,0.0,43.68,Moderate,0
V0329,S01,Manuscript or printed volume 0329,12,1107,mixed,pigment,none,wood,Italian,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6749999999999999,1.0,0.0,45.46,Moderate,0
V0330,S03,Manuscript or printed volume 0330,18,1700,industrial_paper,printing_ink,leather,none,French,octavo,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.5,0.34375,0.0,27.17,Low,0
V0331,S03,Manuscript or printed volume 0331,16,1528,laid_paper,pigment,none,paper,French,octavo,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.625,0.59375,0.0,37.17,Moderate,0
V0332,S06,Manuscript or printed volume 0332,18,1755,industrial_paper,printing_ink,leather,none,Latin,scroll,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.5,0.34375,0.25,26.09,Low,0
V0333,S02,Manuscript or printed volume 0333,18,1796,industrial_paper,printing_ink,vellum,paper,French,folio,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.525,0.34375,0.25,26.84,Low,0
V0334,S05,Manuscript or printed volume 0334,16,1571,mixed,printing_ink,leather,leather,Greek,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7,0.59375,0.0,35.84,Moderate,0
V0335,S06,Manuscript or printed volume 0335,17,1683,parchment,carbon,paper_boards,leather,German,quarto,False,4,False,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7625,0.46875,0.25,37.09,Moderate,0
V0336,S01,Manuscript or printed volume 0336,13,1242,industrial_paper,carbon,wood_boards,leather,Latin,octavo,True,2,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.5625,0.96875,0.15,42.8,Moderate,0
V0337,S02,Manuscript or printed volume 0337,16,1544,parchment,iron_gall,paper_boards,vellum,Latin,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8625,0.59375,0.25,43.22,Moderate,0
V0338,S08,Manuscript or printed volume 0338,13,1247,mixed,pigment,vellum,vellum,Italian,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7749999999999999,0.96875,0.25,50.95,Moderate,0
V0339,S08,Manuscript or printed volume 0339,17,1629,laid_paper,printing_ink,leather,none,Italian,scroll,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6499999999999999,0.46875,0.25,34.7,Low,0
V0340,S07,Manuscript or printed volume 0340,15,1447,industrial_paper,iron_gall,leather,paper,French,folio,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.625,0.71875,0.25,39.22,Moderate,0
V0341,S06,Manuscript or printed volume 0341,12,1189,laid_paper,pigment,leather,none,Greek,quarto,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7,1.0,0.25,48.5,Moderate,0
V0342,S03,Manuscript or printed volume 0342,18,1777,industrial_paper,pigment,wood_boards,paper,Greek,octavo,True,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.5875,0.34375,0.15,31.3,Low,0
V0343,S04,Manuscript or printed volume 0343,14,1349,parchment,carbon,wood_boards,leather,Italian,folio,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.8375,0.84375,0.0,46.22,Moderate,0
V0344,S05,Manuscript or printed volume 0344,15,1422,laid_paper,pigment,vellum,vellum,Latin,scroll,False,4,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7250000000000001,0.71875,0.0,39.72,Moderate,0
V0345,S05,Manuscript or printed volume 0345,14,1320,laid_paper,pigment,vellum,wood,Greek,octavo,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7250000000000001,0.84375,0.0,42.84,Moderate,0
V0346,S08,Manuscript or printed volume 0346,16,1510,laid_paper,carbon,wood_boards,vellum,English,octavo,False,1,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7125,0.59375,0.25,39.7,Moderate,0
V0347,S01,Manuscript or printed volume 0347,18,1726,laid_paper,iron_gall,paper_boards,vellum,French,scroll,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7375,0.34375,0.0,30.93,Low,0
V0348,S03,Manuscript or printed volume 0348,14,1320,parchment,iron_gall,wood_boards,paper,Latin,folio,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.9375,0.84375,0.0,52.8,Moderate,0
V0349,S08,Manuscript or printed volume 0349,17,1610,laid_paper,carbon,wood_boards,paper,Greek,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7125,0.46875,0.25,36.58,Moderate,0
V0350,S03,Manuscript or printed volume 0350,18,1729,mixed,printing_ink,paper_boards,leather,English,folio,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.6625000000000001,0.34375,0.0,32.05,Low,0
V0351,S04,Manuscript or printed volume 0351,14,1367,parchment,iron_gall,none,leather,Italian,octavo,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.825,0.84375,0.0,45.84,Moderate,0
V0352,S06,Manuscript or printed volume 0352,15,1453,laid_paper,iron_gall,wood_boards,leather,Italian,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.8125,0.71875,0.25,44.84,Moderate,0
V0353,S01,Manuscript or printed volume 0353,13,1218,parchment,carbon,leather,wood,Greek,scroll,False,4,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.8,0.96875,0.0,48.43,Moderate,0
V0354,S07,Manuscript or printed volume 0354,17,1684,mixed,pigment,leather,wood,Greek,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.75,0.46875,0.25,36.72,Moderate,0
V0355,S06,Manuscript or printed volume 0355,19,1844,laid_paper,printing_ink,paper_boards,paper,German,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.6125,0.21875,0.25,26.34,Low,0
V0356,S02,Manuscript or printed volume 0356,17,1696,industrial_paper,carbon,wood_boards,none,German,folio,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.5625,0.46875,0.25,31.09,Low,0
V0357,S02,Manuscript or printed volume 0357,19,1815,industrial_paper,carbon,wood_boards,wood,German,quarto,False,1,True,ICCU,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.5625,0.21875,0.25,24.84,Low,0
V0358,S03,Manuscript or printed volume 0358,19,1825,laid_paper,pigment,leather,none,Latin,quarto,True,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.21875,0.15,31.55,Low,0
V0359,S03,Manuscript or printed volume 0359,17,1646,laid_paper,pigment,none,wood,French,quarto,False,1,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.625,0.46875,0.0,34.05,Low,0
V0360,S06,Manuscript or printed volume 0360,19,1807,laid_paper,pigment,none,wood,Greek,folio,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.625,0.21875,0.25,26.72,Low,0
